VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,Value,OBS_STATUS
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ITA,Italy,2020,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),KOR,Korea,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),NOR,Norway,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),NOR,Norway,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),PRT,Portugal,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),SVK,Slovak Republic,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ESP,Spain,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2020,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),LTU,Lithuania,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),BGR,Bulgaria,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),BGR,Bulgaria,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2020,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),DNK,Denmark,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),FRA,France,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),IRL,Ireland,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),ITA,Italy,2019,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PERSMYNB,Number of persons (head counts),KOR,Korea,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),NOR,Norway,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),PRT,Portugal,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),ESP,Spain,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),TUR,Türkiye,2019,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PERSMYNB,Number of persons (head counts),TUR,Türkiye,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),CHL,Chile,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),DNK,Denmark,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),FRA,France,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),IRL,Ireland,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),SVK,Slovak Republic,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),NOR,Norway,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHL,Chile,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DNK,Denmark,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),FRA,France,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),IRL,Ireland,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ITA,Italy,2019,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),KOR,Korea,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),NOR,Norway,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),PRT,Portugal,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ESP,Spain,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),TUR,Türkiye,2019,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),TUR,Türkiye,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CHL,Chile,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),DNK,Denmark,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),FRA,France,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),IRL,Ireland,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),NOR,Norway,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),SVK,Slovak Republic,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),CHL,Chile,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),LTU,Lithuania,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),LTU,Lithuania,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),LTU,Lithuania,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),LTU,Lithuania,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),DNK,Denmark,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),DNK,Denmark,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),FRA,France,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),FRA,France,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),IRL,Ireland,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),IRL,Ireland,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ITA,Italy,2019,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),KOR,Korea,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),NOR,Norway,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),NOR,Norway,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),PRT,Portugal,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),SVK,Slovak Republic,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ESP,Spain,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2019,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),LTU,Lithuania,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),BGR,Bulgaria,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),BGR,Bulgaria,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2019,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),DNK,Denmark,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),FRA,France,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),IRL,Ireland,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),ITA,Italy,2018,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PERSMYNB,Number of persons (head counts),KOR,Korea,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),NOR,Norway,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),PRT,Portugal,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),ESP,Spain,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),TUR,Türkiye,2018,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PERSMYNB,Number of persons (head counts),TUR,Türkiye,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),CHL,Chile,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),DNK,Denmark,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),FRA,France,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),IRL,Ireland,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),NOR,Norway,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),SVK,Slovak Republic,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHL,Chile,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DNK,Denmark,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),FRA,France,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),IRL,Ireland,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ITA,Italy,2018,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),KOR,Korea,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),NOR,Norway,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),PRT,Portugal,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ESP,Spain,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CHL,Chile,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),DNK,Denmark,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),FRA,France,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),IRL,Ireland,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),NOR,Norway,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),SVK,Slovak Republic,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),CHL,Chile,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),LTU,Lithuania,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),LTU,Lithuania,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),LTU,Lithuania,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),LTU,Lithuania,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),DNK,Denmark,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),DNK,Denmark,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),FRA,France,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),FRA,France,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),IRL,Ireland,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),IRL,Ireland,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ITA,Italy,2018,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),KOR,Korea,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),NOR,Norway,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),NOR,Norway,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),PRT,Portugal,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),SVK,Slovak Republic,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ESP,Spain,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2018,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),LTU,Lithuania,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),BGR,Bulgaria,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),BGR,Bulgaria,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2018,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),DNK,Denmark,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),FRA,France,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),IRL,Ireland,2021,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PERSMYNB,Number of persons (head counts),KOR,Korea,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),NOR,Norway,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),ESP,Spain,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),TUR,Türkiye,2021,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PERSMYNB,Number of persons (head counts),TUR,Türkiye,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),CHL,Chile,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),DNK,Denmark,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),FRA,France,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),IRL,Ireland,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),NOR,Norway,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),SVK,Slovak Republic,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHL,Chile,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DNK,Denmark,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),FRA,France,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),IRL,Ireland,2021,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),KOR,Korea,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),NOR,Norway,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),TUR,Türkiye,2021,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),TUR,Türkiye,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CHL,Chile,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),DNK,Denmark,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),FRA,France,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),IRL,Ireland,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),NOR,Norway,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),SVK,Slovak Republic,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),CHL,Chile,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),LTU,Lithuania,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),LTU,Lithuania,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),LTU,Lithuania,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),LTU,Lithuania,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),DNK,Denmark,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),DNK,Denmark,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),FRA,France,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),FRA,France,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),IRL,Ireland,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),IRL,Ireland,2021,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),KOR,Korea,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),NOR,Norway,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),NOR,Norway,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),SVK,Slovak Republic,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ESP,Spain,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2021,,0.0,A
HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2021,,0.0,A
HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),LTU,Lithuania,2021,,0.0,A
