Date,Open,High,Low,Close,Volume
6/15/2004,0.170750007,0.172999993,0.168833002,0.170416996,541980000
6/16/2004,0.169917002,0.171000004,0.167082995,0.167750001,541980000
6/17/2004,0.166666999,0.170750007,0.163582996,0.164416999,541980000
6/18/2004,0.165333003,0.169249997,0.162499994,0.164666995,541980000
6/21/2004,0.164917007,0.167500004,0.160667002,0.161750004,541980000
6/22/2004,0.162667006,0.167082995,0.161583006,0.166333005,541980000
6/23/2004,0.165832996,0.169833004,0.165417001,0.169166997,541980000
6/24/2004,0.173666999,0.174250007,0.166417003,0.167667001,541980000
6/25/2004,0.168833002,0.170750007,0.166832998,0.168750003,541980000
6/28/2004,0.171167001,0.171749994,0.166666999,0.167333007,541980000
6/29/2004,0.168332994,0.173333004,0.167667001,0.173083007,541980000
6/30/2004,0.168500006,0.173250005,0.168500006,0.170582995,541980000
7/1/2004,0.172499999,0.172749996,0.162499994,0.162750006,541980000
7/2/2004,0.164499998,0.164582998,0.159250006,0.160500005,541980000
7/6/2004,0.158583,0.160249993,0.149333,0.151082993,541980000
7/7/2004,0.152999997,0.156167001,0.151082993,0.151832998,541980000
7/8/2004,0.150417,0.152916998,0.146917,0.147166997,541980000
7/9/2004,0.147,0.147166997,0.138082996,0.140833005,541980000
7/12/2004,0.136916995,0.140833005,0.135749996,0.137583002,541980000
7/13/2004,0.139249995,0.141666993,0.135832995,0.137333006,541980000
7/14/2004,0.132499993,0.136167005,0.128582999,0.131249994,541980000
7/15/2004,0.132583007,0.134000003,0.129500002,0.130333006,541980000
7/16/2004,0.134333,0.134499997,0.126499996,0.126499996,541980000
7/19/2004,0.126833007,0.129333004,0.125082999,0.127917007,541980000
7/20/2004,0.127832994,0.130999997,0.126582995,0.130500004,541980000
7/21/2004,0.132499993,0.132667005,0.122166999,0.122583002,541980000
7/22/2004,0.123999998,0.125833005,0.119999997,0.125166997,541980000
7/23/2004,0.126000002,0.126166999,0.120999999,0.121832997,541980000
7/26/2004,0.123416997,0.124499999,0.117250003,0.118417002,541980000
7/27/2004,0.119000003,0.122667,0.115332998,0.122332998,541980000
7/28/2004,0.122083001,0.122500002,0.115832999,0.11925,541980000
7/29/2004,0.120917,0.130167007,0.120333001,0.127083004,541980000
7/30/2004,0.125499994,0.130833,0.125249997,0.1285,541980000
8/2/2004,0.128582999,0.130667001,0.126416996,0.130167007,541980000
8/3/2004,0.13075,0.130833,0.122417003,0.123416997,541980000
8/4/2004,0.122083001,0.125917003,0.121917002,0.124750003,541980000
8/5/2004,0.126083001,0.126666993,0.119167,0.121333003,541980000
8/6/2004,0.084250003,0.085000001,0.077500001,0.078583002,541980000
8/9/2004,0.080582999,0.083916999,0.07925,0.082083002,541980000
8/10/2004,0.086667001,0.089417003,0.085249998,0.088583,541980000
8/11/2004,0.087416999,0.087416999,0.085417002,0.086000003,541980000
8/12/2004,0.08625,0.086499996,0.083833002,0.083999999,541980000
8/13/2004,0.086000003,0.088082999,0.085249998,0.087499999,541980000
8/16/2004,0.086499996,0.088832997,0.086000003,0.086667001,541980000
8/17/2004,0.088583,0.091917001,0.087750003,0.091417,541980000
8/18/2004,0.091833003,0.097499996,0.091082998,0.097499996,541980000
8/19/2004,0.096917003,0.098667003,0.095666997,0.097167,541980000
8/20/2004,0.096666999,0.104332998,0.096332997,0.102917001,541980000
8/23/2004,0.104583003,0.106250003,0.104000002,0.105167001,541980000
8/24/2004,0.106666997,0.107166998,0.099250004,0.10125,541980000
8/25/2004,0.103500001,0.106333002,0.101582997,0.105582997,541980000
8/26/2004,0.105416998,0.1065,0.104583003,0.105833001,541980000
8/27/2004,0.105916999,0.109333001,0.105833001,0.107832998,541980000
8/30/2004,0.107417002,0.108000003,0.104166999,0.104249999,541980000
8/31/2004,0.104667,0.105167001,0.100583002,0.103832997,541980000
9/1/2004,0.102499999,0.107332997,0.101167001,0.105833001,541980000
9/2/2004,0.106333002,0.111000001,0.105333,0.110166997,541980000
9/3/2004,0.106833003,0.108999997,0.105916999,0.106833003,541980000
9/7/2004,0.107500002,0.109750003,0.103417002,0.104832999,541980000
9/8/2004,0.104916997,0.105833001,0.102417,0.102666996,541980000
9/9/2004,0.105167001,0.114749998,0.104667,0.112916999,541980000
9/10/2004,0.111000001,0.117833003,0.110666998,0.117250003,541980000
9/13/2004,0.117082998,0.121832997,0.116916999,0.119499996,541980000
9/14/2004,0.118417002,0.120833002,0.1175,0.119999997,541980000
9/15/2004,0.116333,0.116667002,0.111832999,0.113333002,541980000
9/16/2004,0.115249999,0.118749999,0.114832997,0.117582999,541980000
9/17/2004,0.118500002,0.123083003,0.1175,0.122417003,541980000
9/20/2004,0.119999997,0.125750005,0.118500002,0.122249998,541980000
9/21/2004,0.125,0.126499996,0.123499997,0.125499994,541980000
9/22/2004,0.122166999,0.125166997,0.119083002,0.119667001,541980000
9/23/2004,0.121082999,0.121417001,0.117582999,0.120750003,541980000
9/24/2004,0.121250004,0.121417001,0.115332998,0.117082998,541980000
9/27/2004,0.116167001,0.1175,0.112916999,0.115000002,541980000
9/28/2004,0.114749998,0.117666997,0.113167003,0.116667002,541980000
9/29/2004,0.116582997,0.122832999,0.115083002,0.119499996,541980000
9/30/2004,0.120833002,0.123750001,0.118583001,0.120999999,541980000
10/1/2004,0.121583,0.126666993,0.120999999,0.126000002,541980000
10/4/2004,0.127083004,0.131249994,0.126833007,0.129583001,541980000
10/5/2004,0.126416996,0.129749998,0.125499994,0.126666993,541980000
10/6/2004,0.126416996,0.127749994,0.123499997,0.127167001,541980000
10/7/2004,0.129500002,0.132416993,0.127250001,0.127917007,541980000
10/8/2004,0.126582995,0.127083004,0.119833,0.120917,541980000
10/11/2004,0.121082999,0.123499997,0.118917003,0.121082999,541980000
10/12/2004,0.116999999,0.120250002,0.115083002,0.119332999,541980000
10/13/2004,0.122916996,0.124499999,0.117582999,0.118583001,541980000
10/14/2004,0.119667001,0.119667001,0.114166997,0.115000002,541980000
10/15/2004,0.115249999,0.115417004,0.108999997,0.111832999,541980000
10/18/2004,0.111166999,0.115000002,0.110250004,0.113833003,541980000
10/19/2004,0.116416998,0.117582999,0.11225,0.113082998,541980000
10/20/2004,0.112750001,0.114917003,0.112083003,0.114417002,541980000
10/21/2004,0.115583003,0.118500002,0.114666998,0.116999999,541980000
10/22/2004,0.118083,0.118332997,0.110333003,0.110666998,541980000
10/25/2004,0.109750003,0.113582999,0.109499998,0.111166999,541980000
10/26/2004,0.122083001,0.126582995,0.118083,0.120750003,541980000
10/27/2004,0.118583001,0.126332998,0.118583001,0.124082997,541980000
10/28/2004,0.122417003,0.125,0.121583,0.122749999,541980000
10/29/2004,0.121583,0.12325,0.119499996,0.120582998,541980000
11/1/2004,0.122249998,0.12325,0.120667003,0.123167001,541980000
11/2/2004,0.122832999,0.127499998,0.121832997,0.124917001,541980000
11/3/2004,0.129999995,0.130417004,0.125416994,0.126083001,541980000
11/4/2004,0.127000004,0.129999995,0.124333002,0.128417,541980000
11/5/2004,0.148332998,0.156416997,0.145333007,0.147,541980000
11/8/2004,0.145417005,0.150582999,0.144749999,0.148582995,541980000
11/9/2004,0.146332994,0.149832994,0.146249995,0.147667006,541980000
11/10/2004,0.147499993,0.149083003,0.146833003,0.147667006,541980000
11/11/2004,0.148582995,0.150582999,0.147582993,0.150582999,541980000
11/12/2004,0.152916998,0.153332993,0.149333,0.150832996,541980000
11/15/2004,0.149333,0.154166996,0.148416996,0.153082997,541980000
11/16/2004,0.153583005,0.155249998,0.149749994,0.152583003,541980000
11/17/2004,0.155000001,0.159250006,0.153500006,0.155166999,541980000
11/18/2004,0.156499997,0.158500001,0.153249994,0.157167003,541980000
11/19/2004,0.169166997,0.171083003,0.156749994,0.158000007,541980000
11/22/2004,0.158583,0.162499994,0.157083005,0.162499994,541980000
11/23/2004,0.161166996,0.164917007,0.159832999,0.163167,541980000
11/24/2004,0.163000003,0.166500002,0.162582994,0.163833007,541980000
11/26/2004,0.164582998,0.166999996,0.163167,0.1655,541980000
11/29/2004,0.166749999,0.167916998,0.160833001,0.162249997,541980000
11/30/2004,0.162917003,0.163083002,0.158500001,0.159417003,541980000
12/1/2004,0.160833001,0.163416997,0.159667,0.163416997,541980000
12/2/2004,0.161833003,0.166832998,0.160583004,0.165583,541980000
12/3/2004,0.169582993,0.174999997,0.169,0.172749996,541980000
12/6/2004,0.173583001,0.182417005,0.170499995,0.180999994,541980000
12/7/2004,0.191582993,0.208000004,0.187832996,0.190082997,541980000
12/8/2004,0.192750007,0.195832998,0.190833002,0.192332998,541980000
12/9/2004,0.188916996,0.192582995,0.185249999,0.190583006,541980000
12/10/2004,0.194999993,0.196333006,0.193083003,0.194250003,541980000
12/13/2004,0.191332996,0.193832994,0.187999994,0.188916996,541980000
12/14/2004,0.189082995,0.192917004,0.188749999,0.192750007,541980000
12/15/2004,0.194666997,0.195083007,0.191667005,0.194499999,541980000
12/16/2004,0.200167,0.207167,0.19675,0.197082996,541980000
12/17/2004,0.200749993,0.201582998,0.189916998,0.192166999,541980000
12/20/2004,0.194417,0.197417006,0.189082995,0.190082997,541980000
12/21/2004,0.190082997,0.192833006,0.185416996,0.191499993,541980000
12/22/2004,0.195333004,0.196250007,0.191332996,0.191750005,541980000
12/23/2004,0.190667003,0.194417,0.189750001,0.192249998,541980000
12/27/2004,0.194916993,0.195749998,0.189583004,0.190583006,541980000
12/28/2004,0.191,0.192499995,0.188832998,0.189583004,541980000
12/29/2004,0.188999996,0.193582997,0.188500002,0.191249996,541980000
12/30/2004,0.191332996,0.192917004,0.189667001,0.190500006,541980000
12/31/2004,0.19325,0.197332993,0.192499995,0.196333006,541980000
1/3/2005,0.203167006,0.206,0.195666999,0.196500003,541980000
1/4/2005,0.197916999,0.198249996,0.184249997,0.187250003,541980000
1/5/2005,0.185249999,0.191249996,0.184249997,0.188999996,541980000
1/6/2005,0.192332998,0.194582999,0.185833007,0.187167004,541980000
1/7/2005,0.187582999,0.188999996,0.180832997,0.183583006,541980000
1/10/2005,0.184166998,0.185833007,0.182916999,0.184,541980000
1/11/2005,0.182249993,0.183249995,0.175583005,0.178332999,541980000
1/12/2005,0.179916993,0.180583,0.172499999,0.176833004,541980000
1/13/2005,0.177249998,0.183332995,0.173333004,0.178666994,541980000
1/14/2005,0.181999996,0.182417005,0.177499995,0.179250002,541980000
1/18/2005,0.177249998,0.182500005,0.176833004,0.182082996,541980000
1/19/2005,0.182916999,0.183332995,0.177166998,0.177917004,541980000
1/20/2005,0.174333006,0.182667002,0.174333006,0.178332999,541980000
1/21/2005,0.178582996,0.182166994,0.178000003,0.178666994,541980000
1/24/2005,0.177667007,0.180250004,0.170499995,0.171499997,541980000
1/25/2005,0.172250003,0.176917002,0.171250001,0.174500003,541980000
1/26/2005,0.175082996,0.179167002,0.172167003,0.176750004,541980000
1/27/2005,0.177083001,0.191750005,0.175999999,0.190917,541980000
1/28/2005,0.191667005,0.192416996,0.186499998,0.190667003,541980000
1/31/2005,0.192249998,0.194582999,0.188333005,0.191,541980000
2/1/2005,0.190833002,0.195417002,0.189667001,0.194582999,541980000
2/2/2005,0.202250004,0.207000002,0.196500003,0.205417007,541980000
2/3/2005,0.203250006,0.204667002,0.200416997,0.203250006,541980000
2/4/2005,0.203333005,0.215499997,0.203250006,0.214917004,541980000
2/7/2005,0.215167001,0.219166994,0.210417002,0.212332994,541980000
2/8/2005,0.210999995,0.217832997,0.210333005,0.214416996,541980000
2/9/2005,0.215000004,0.215666994,0.205833003,0.206917003,541980000
2/10/2005,0.208000004,0.212833002,0.207249999,0.211750001,541980000
2/11/2005,0.210417002,0.219500005,0.209666997,0.217916995,541980000
2/14/2005,0.217832997,0.218667001,0.212500006,0.213332996,541980000
2/15/2005,0.214750007,0.222083002,0.214416996,0.21525,541980000
2/16/2005,0.214582995,0.217666999,0.210666999,0.214499995,541980000
2/17/2005,0.217417002,0.217500001,0.210916996,0.212583005,541980000
2/18/2005,0.228917003,0.235833004,0.222582996,0.235583007,541980000
2/22/2005,0.233999997,0.244083002,0.231916994,0.238582999,541980000
2/23/2005,0.234750003,0.237666994,0.226999998,0.230832994,541980000
2/24/2005,0.227667004,0.23725,0.227667004,0.236917004,541980000
2/25/2005,0.23725,0.241583005,0.234667003,0.240333006,541980000
2/28/2005,0.239167005,0.241667002,0.237083003,0.241583005,541980000
3/1/2005,0.242667004,0.246666998,0.238582999,0.240999997,541980000
3/2/2005,0.238333002,0.239666998,0.232500002,0.233916998,541980000
3/3/2005,0.233333007,0.234833002,0.227332994,0.230749995,541980000
3/4/2005,0.231417,0.233417004,0.227833003,0.229750007,541980000
3/7/2005,0.230749995,0.236917004,0.229166999,0.232082993,541980000
3/8/2005,0.2315,0.231999993,0.218832999,0.220332995,541980000
3/9/2005,0.218916997,0.223000005,0.213917002,0.214582995,541980000
3/10/2005,0.21525,0.217167005,0.211082995,0.214499995,541980000
3/11/2005,0.216417,0.216749996,0.207749993,0.209666997,541980000
3/14/2005,0.214000002,0.216499999,0.212500006,0.215582997,541980000
3/15/2005,0.216666996,0.21875,0.211082995,0.211250007,541980000
3/16/2005,0.210417002,0.213750005,0.207582995,0.207666993,541980000
3/17/2005,0.208333001,0.209083006,0.205082998,0.205583006,541980000
3/18/2005,0.205750003,0.206416994,0.197667003,0.201416999,541980000
3/21/2005,0.201333001,0.208832994,0.200083002,0.208333001,541980000
3/22/2005,0.208499998,0.210417002,0.203832999,0.204583004,541980000
3/23/2005,0.204333007,0.210417002,0.203916997,0.209000006,541980000
3/24/2005,0.209582999,0.21525,0.209250003,0.209417,541980000
3/28/2005,0.2095,0.212500006,0.205082998,0.207083002,541980000
3/29/2005,0.206833005,0.209167004,0.201582998,0.202500001,541980000
3/30/2005,0.202583,0.205417007,0.195583001,0.202500001,541980000
3/31/2005,0.201333001,0.202749997,0.197082996,0.197999999,541980000
4/1/2005,0.200416997,0.201582998,0.194916993,0.196082994,541980000
4/4/2005,0.194999993,0.195583001,0.190583006,0.194916993,541980000
4/5/2005,0.194999993,0.199083,0.190332994,0.191499993,541980000
4/6/2005,0.195083007,0.198332995,0.193749994,0.194417,541980000
4/7/2005,0.195417002,0.200000003,0.192083001,0.197999999,541980000
4/8/2005,0.198833004,0.203250006,0.194999993,0.195417002,541980000
4/11/2005,0.196833,0.197500005,0.191,0.191582993,541980000
4/12/2005,0.191,0.194250003,0.186749995,0.193917006,541980000
4/13/2005,0.194167003,0.194666997,0.184582993,0.185833007,541980000
4/14/2005,0.186250001,0.187999994,0.183667004,0.184332997,541980000
4/15/2005,0.181999996,0.183332995,0.176249996,0.177917004,541980000
4/18/2005,0.176833004,0.180666998,0.175833002,0.176667005,541980000
4/19/2005,0.179582998,0.184166998,0.178749993,0.182833001,541980000
4/20/2005,0.185917005,0.187083006,0.177083001,0.177249998,541980000
4/21/2005,0.180832997,0.187749997,0.179250002,0.187083006,541980000
4/22/2005,0.185917005,0.187167004,0.183166996,0.185332999,541980000
4/25/2005,0.186917007,0.189667001,0.186000004,0.188250005,541980000
4/26/2005,0.188333005,0.192249998,0.183583006,0.187417001,541980000
4/27/2005,0.182500005,0.183166996,0.176499993,0.180250004,541980000
4/28/2005,0.179666996,0.183249995,0.177917004,0.180832997,541980000
4/29/2005,0.182583004,0.184,0.174333006,0.182750002,541980000
5/2/2005,0.184917003,0.187000006,0.179333001,0.182082996,541980000
5/3/2005,0.182249993,0.185582995,0.180333003,0.181082994,541980000
5/4/2005,0.181916997,0.188167006,0.181333005,0.186832994,541980000
5/5/2005,0.187916994,0.192833006,0.186917007,0.190500006,541980000
5/6/2005,0.192750007,0.193167001,0.188333005,0.193083003,541980000
5/9/2005,0.193917006,0.197999999,0.192750007,0.196667001,541980000
5/10/2005,0.194167003,0.194250003,0.186832994,0.188999996,541980000
5/11/2005,0.189999998,0.190833002,0.185499996,0.185833007,541980000
5/12/2005,0.185833007,0.192416996,0.185666993,0.189916998,541980000
5/13/2005,0.207083002,0.212249994,0.198332995,0.211082995,541980000
5/16/2005,0.208582997,0.213249996,0.208499998,0.211833,541980000
5/17/2005,0.210583001,0.215167001,0.210417002,0.214166999,541980000
5/18/2005,0.213667005,0.216250002,0.211417004,0.215749994,541980000
5/19/2005,0.216250002,0.217167005,0.212917,0.215333,541980000
5/20/2005,0.215083003,0.219249994,0.212583005,0.219166994,541980000
5/23/2005,0.220667005,0.226500005,0.219999999,0.224250004,541980000
5/24/2005,0.223167002,0.228249997,0.222083002,0.227417007,541980000
5/25/2005,0.226916999,0.228083,0.222332999,0.2245,541980000
5/26/2005,0.226500005,0.232583001,0.226082996,0.230832994,541980000
5/27/2005,0.2315,0.2315,0.226916999,0.229332998,541980000
5/31/2005,0.228332996,0.230250001,0.222083002,0.225832999,541980000
6/1/2005,0.224333003,0.232082993,0.221667007,0.227917001,541980000
6/2/2005,0.227082998,0.236416996,0.227082998,0.236416996,541980000
6/3/2005,0.235583007,0.237749994,0.233333007,0.235833004,541980000
6/6/2005,0.231582999,0.236166999,0.231417,0.233583003,541980000
6/7/2005,0.231999993,0.235833004,0.227082998,0.227917001,541980000
6/8/2005,0.228499994,0.231666997,0.223917007,0.226333007,541980000
6/9/2005,0.224583,0.235917002,0.224333003,0.235833004,541980000
6/10/2005,0.235583007,0.235833004,0.231582999,0.233166993,541980000
6/13/2005,0.233333007,0.244917005,0.232666999,0.238333002,541980000
6/14/2005,0.238417,0.242332995,0.216749996,0.224250004,541980000
6/15/2005,0.222832993,0.224583,0.214750007,0.223582998,541980000
6/16/2005,0.223499998,0.226249993,0.220249996,0.224749997,541980000
6/17/2005,0.227500007,0.227917001,0.223666996,0.224250004,541980000
6/20/2005,0.224250004,0.229166999,0.220583007,0.227667004,541980000
6/21/2005,0.229166999,0.230917007,0.226999998,0.229833007,541980000
6/22/2005,0.232250005,0.233833,0.226750001,0.229582995,541980000
6/23/2005,0.229166999,0.236000001,0.228332996,0.233166993,541980000
6/24/2005,0.232749999,0.232832998,0.2245,0.225749999,541980000
6/27/2005,0.224333003,0.226166993,0.221917003,0.223917007,541980000
6/28/2005,0.224832997,0.226833001,0.222332999,0.225333005,541980000
6/29/2005,0.225417003,0.225832999,0.221416995,0.223250002,541980000
6/30/2005,0.224749997,0.226833001,0.220917001,0.222666994,541980000
7/1/2005,0.221917003,0.224000007,0.219166994,0.223666996,541980000
7/5/2005,0.2245,0.228083,0.222332999,0.227166995,541980000
7/6/2005,0.227917001,0.234249994,0.225333005,0.233250007,541980000
7/7/2005,0.229582995,0.233333007,0.228833005,0.231582999,541980000
7/8/2005,0.232999995,0.235249996,0.230000004,0.234500006,541980000
7/11/2005,0.236582994,0.240417004,0.235583007,0.238000005,541980000
7/12/2005,0.237832993,0.238499999,0.231832996,0.236667007,541980000
7/13/2005,0.237666994,0.238333002,0.232999995,0.237000003,541980000
7/14/2005,0.239500001,0.244167,0.226166993,0.226500005,541980000
7/15/2005,0.225832999,0.226500005,0.220166996,0.224083006,541980000
7/18/2005,0.223416999,0.223499998,0.216250002,0.218500003,541980000
7/19/2005,0.219833001,0.222000003,0.218167007,0.221499994,541980000
7/20/2005,0.218916997,0.225749999,0.215917006,0.224832997,541980000
7/21/2005,0.221917003,0.222917005,0.216417,0.221000001,541980000
7/22/2005,0.222083002,0.225250006,0.213667005,0.21525,541980000
7/25/2005,0.212750003,0.223167002,0.211833,0.216499999,541980000
7/26/2005,0.215582997,0.221332997,0.214750007,0.221000001,541980000
7/27/2005,0.221332997,0.226500005,0.217583001,0.225500003,541980000
7/28/2005,0.225082994,0.228332996,0.222000003,0.227249995,541980000
7/29/2005,0.226333007,0.228750005,0.223666996,0.225500003,541980000
8/1/2005,0.226833001,0.229917005,0.225333005,0.228917003,541980000
8/2/2005,0.229166999,0.232749999,0.228833005,0.231999993,541980000
8/3/2005,0.231999993,0.234166995,0.229917005,0.231999993,541980000
8/4/2005,0.230250001,0.231250003,0.229083002,0.229582995,541980000
8/5/2005,0.229249999,0.235917002,0.227667004,0.235416993,541980000
8/8/2005,0.237000003,0.241417006,0.234583005,0.236249998,541980000
